Country,Origin,Total Deaths,Total Damages ('000 US$)
United States of America (the),NA,1193,NA
Jamaica,NA,40,NA
Jamaica,NA,111,NA
Philippines (the),NA,231,NA
Papua New Guinea,NA,506,NA
Japan,NA,933,NA
New Zealand,NA,21,NA
Philippines (the),NA,305,NA
Turkey,NA,149,NA
United States of America (the),NA,200,NA
United States of America (the),NA,600,306000
Turkey,NA,32962,20000
Italy,NA,10,NA
New Caledonia,NA,3,NA
Pakistan,NA,NA,NA
Turkey,NA,13,NA
Turkey,NA,60,NA
Peru,NA,179,NA
Jamaica,NA,125,NA
Mali,NA,NA,NA
Mauritania,NA,NA,NA
Niger (the),NA,NA,NA
Philippines (the),NA,73,NA
Romania,NA,980,10000
Sudan (the),NA,1500,NA
Senegal,NA,NA,NA
Chad,NA,NA,NA
Turkey,NA,37,NA
United States of America (the),NA,9,33000
United States of America (the),NA,50,NA
Myanmar,NA,15,NA
Peru,NA,5000,NA
Turkey,NA,3000,NA
India,NA,NA,NA
Japan,NA,1400,NA
Japan,NA,990,NA
Mexico,NA,NA,NA
Peru,NA,200,NA
Turkey,NA,4020,40000
Japan,NA,1223,NA
Italy,NA,26,NA
Jamaica,NA,32,NA
Libya,NA,NA,NA
Pakistan,NA,NA,NA
Turkey,NA,3959,NA
Turkey,NA,27,NA
United States of America (the),NA,390,100000
United States of America (the),NA,121,NA
Japan,NA,2306,NA
Pakistan,NA,4000,25000
Japan,NA,NA,80000
Japan,NA,3746,400000
Japan,NA,451,NA
Romania,NA,NA,NA
Romania,NA,NA,NA
Japan,NA,2000,NA
United States of America (the),Earthquake,165,25000
Peru,NA,1400,NA
Philippines (the),NA,260,NA
Soviet Union,NA,400,NA
Tonga,NA,NA,NA
Turkey,NA,840,NA
Iran (Islamic Republic of),NA,400,NA
Japan,NA,1930,NA
Japan,NA,2000,NA
Peru,NA,233,NA
United States of America (the),NA,51,100000
United States of America (the),NA,NA,30000
Iran (Islamic Republic of),NA,200,NA
Italy,NA,80,NA
Italy,NA,25,NA
Japan,NA,5131,1000000
Japan,NA,868,NA
New Caledonia,NA,2,NA
Philippines (the),NA,72,3500
Réunion,NA,165,NA
Soviet Union,NA,110000,25000
Turkey,NA,200,NA
Turkey,NA,132,NA
Japan,NA,419,NA
Japan,NA,38,NA
Japan,NA,160,NA
Mexico,NA,1000,NA
Philippines (the),NA,1000,NA
Soviet Union,NA,3500,NA
Soviet Union,NA,12000,NA
Turkey,NA,320,NA
United States of America (the),NA,8,25000
India,NA,90,NA
India,NA,100,NA
Iran (Islamic Republic of),NA,52,NA
Japan,NA,509,NA
Japan,NA,50,NA
Japan,NA,77,NA
Pakistan,NA,2900,NA
Peru,NA,83,NA
Peru,NA,130,NA
Philippines (the),NA,84,NA
Sudan (the),NA,NA,NA
Nicaragua,NA,500,NA
Iran (Islamic Republic of),NA,225,NA
Italy,NA,100,300000
Italy,NA,63,NA
Jamaica,NA,154,56000
Japan,NA,943,NA
Japan,NA,306,NA
Morocco,NA,131,NA
Mexico,NA,50,NA
New Caledonia,NA,2,NA
Philippines (the),NA,500,NA
Philippines (the),NA,156,NA
Philippines (the),NA,87,NA
Philippines (the),NA,569,NA
Papua New Guinea,NA,3000,NA
El Salvador,NA,1100,23000
Turkey,NA,54,NA
Taiwan (Province of China),NA,100,NA
United States of America (the),NA,25,100000
United States of America (the),NA,44,NA
Japan,NA,33,NA
India,NA,350,NA
Japan,NA,29,NA
Japan,NA,176,NA
Mexico,NA,100,NA
Mexico,NA,40,NA
Philippines (the),NA,19,NA
Philippines (the),NA,995,50000
Soviet Union,Earthquake,NA,NA
Turkey,NA,20,NA
Turkey,NA,103,NA
United States of America (the),NA,12,60000
United States of America (the),NA,2,10000
United States of America (the),Earthquake,NA,900
Netherlands (the),Storm and wave surge,2000,300000
India,NA,80,NA
Iran (Islamic Republic of),NA,970,NA
Iran (Islamic Republic of),NA,158,NA
Iran (Islamic Republic of),NA,467,NA
Iran (Islamic Republic of),NA,265,NA
Italy,NA,100,NA
Japan,NA,250,NA
Japan,NA,29,NA
Japan,NA,2566,NA
Japan,NA,1024,NA
Japan,NA,377,NA
New Zealand,NA,150,NA
Pakistan,NA,111,NA
Peru,NA,9,NA
Turkey,NA,1200,3570
Taiwan (Province of China),NA,67,NA
United States of America (the),NA,92,52000
Iran (Islamic Republic of),NA,2000,NA
Iraq,NA,NA,50000
Italy,NA,297,NA
Japan,NA,1761,NA
Japan,NA,46,NA
Japan,NA,27,NA
Japan,NA,419,NA
Morocco,NA,30,NA
Mexico,NA,100,NA
Nepal,NA,60,NA
Pakistan,NA,300,NA
Pakistan,NA,46,NA
Philippines (the),NA,13,NA
United States of America (the),NA,60,450000
United States of America (the),NA,95,281000
United States of America (the),NA,68,NA
India,NA,120,NA
Japan,NA,73,NA
Japan,NA,72,NA
Japan,NA,198,NA
Saint Kitts and Nevis,NA,NA,NA
Lebanon,NA,440,NA
Mexico,NA,300,NA
Mexico,NA,500,40000
New Caledonia,NA,1,NA
Philippines (the),NA,400,5000
Philippines (the),NA,51,NA
Philippines (the),NA,93,NA
United States of America (the),NA,25,NA
United States of America (the),NA,184,832000
United States of America (the),NA,107,NA
India,NA,NA,NA
India,NA,100,NA
India,NA,50,NA
Iran (Islamic Republic of),NA,350,NA
Iran (Islamic Republic of),NA,1000,NA
Japan,NA,40,NA
Japan,NA,46,NA
Japan,NA,44,NA
Korea (the Republic of),NA,103,NA
Lebanon,NA,136,NA
Mozambique,NA,107,NA
Pakistan,NA,270,NA
Philippines (the),NA,79,NA
Philippines (the),NA,50,NA
Solomon Islands,NA,200,NA
Soviet Union,NA,NA,NA
Turkey,NA,138,NA
United States of America (the),NA,11,NA
Mexico,NA,160,25000
Iran (Islamic Republic of),NA,44,NA
India,NA,42,NA
India,NA,92,NA
India,NA,53,NA
Iran (Islamic Republic of),NA,2500,15000
Iran (Islamic Republic of),NA,3000,5000
Iran (Islamic Republic of),NA,122,NA
Japan,NA,109,NA
Japan,NA,992,NA
Korea (the Republic of),NA,238,NA
Korea (the Republic of),NA,247,NA
Sri Lanka,NA,200,NA
Mongolia,NA,1200,NA
Pakistan,NA,75,NA
Philippines (the),NA,89,NA
Papua New Guinea,NA,NA,NA
Canary Is,NA,26,NA
Tunisia,NA,13,NA
Turkey,NA,53,NA
Turkey,NA,99,NA
United States of America (the),NA,390,150000
India,NA,NA,NA
India,NA,5,NA
Iran (Islamic Republic of),NA,191,NA
Japan,NA,681,NA
Japan,NA,1175,NA
Japan,NA,49,NA
Japan,NA,45,NA
Peru,NA,28,NA
French Polynesia,NA,NA,NA
Taiwan (Province of China),NA,31,NA
United States of America (the),NA,NA,520000
United States of America (the),NA,28,11000
India,NA,17,NA
India,NA,104,NA
India,NA,500,NA
Japan,NA,5098,600000
Japan,NA,139,NA
Japan,NA,27,NA
Japan,NA,41,NA
Korea (the Republic of),NA,432,NA
Korea (the Republic of),NA,62,NA
Mexico,NA,25,NA
Mexico,NA,960,20000
Mexico,NA,2000,NA
New Caledonia,NA,1,700
Niue,NA,NA,1500
Pakistan,NA,48,NA
Pakistan,NA,100,NA
Philippines (the),NA,29,NA
Taiwan (Province of China),NA,1046,50000
Japan,NA,138,140000
Morocco,NA,12000,120000
Peru,NA,63,NA
United States of America (the),NA,61,575000
India,NA,5,NA
India,NA,30,NA
India,NA,47,NA
India,NA,155,NA
Iran (Islamic Republic of),NA,480,20000
Italy,NA,12,NA
Japan,NA,41,NA
Saint Lucia,NA,NA,NA
Martinique,NA,NA,NA
Mauritius,NA,42,NA
Nicaragua,NA,325,NA
Niue,NA,NA,41
Philippines (the),NA,32,NA
Philippines (the),NA,40,NA
Philippines (the),NA,56,2000
Philippines (the),NA,234,NA
Philippines (the),NA,100,NA
Philippines (the),NA,150,NA
Philippines (the),NA,58,30000
Philippines (the),NA,33,NA
Papua New Guinea,NA,NA,NA
Puerto Rico,NA,NA,NA
Taiwan (Province of China),NA,199,NA
United States of America (the),NA,50,387000
India,NA,2000,NA
India,NA,NA,NA
India,NA,57,NA
India,NA,1000,NA
Japan,NA,202,NA
Japan,NA,357,NA
Japan,NA,94,NA
Korea (the Republic of),NA,249,NA
Mexico,NA,436,NA
Somalia,NA,200,NA
Soviet Union,NA,145,NA
Tonga,NA,2,500
Taiwan (Province of China),NA,106,NA
United States of America (the),NA,46,408000
India,NA,NA,NA
India,NA,100,NA
India,NA,73,NA
Iran (Islamic Republic of),NA,12000,30000
Italy,NA,16,NA
Japan,NA,71,NA
Korea (the Republic of),NA,290,NA
Mexico,NA,50,NA
Peru,NA,2000,200000
Peru,NA,41,NA
Peru,NA,60,NA
Philippines (the),NA,41,NA
Philippines (the),NA,156,NA
Thailand,NA,769,19000
Tunisia,NA,40,NA
Taiwan (Province of China),NA,107,NA
India,NA,200,NA
India,NA,200,NA
Italy,NA,1917,NA
Jamaica,NA,11,11525
Jordan,NA,25,NA
Japan,NA,NA,NA
Japan,NA,86,NA
Japan,NA,47,NA
Korea (the Republic of),NA,116,NA
Libya,NA,300,5000
Saint Lucia,NA,10,3465
Morocco,NA,69,NA
Morocco,NA,100,NA
Myanmar,NA,NA,NA
Myanmar,NA,NA,NA
Martinique,NA,10,40000
Nepal,NA,150,NA
Nepal,NA,1000,NA
Philippines (the),NA,1,NA
Paraguay,NA,NA,NA
Trinidad and Tobago,NA,24,30000
United States of America (the),NA,203,NA
United States of America (the),NA,150,NA
Iran (Islamic Republic of),NA,NA,NA
Japan,NA,25,800000
United States of America (the),NA,131,311000
India,NA,NA,NA
India,NA,NA,NA
India,NA,145,NA
India,NA,NA,500
India,NA,51,NA
India,NA,36,NA
Japan,NA,108,NA
Japan,NA,42,NA
Japan,NA,136,NA
Kenya,NA,NA,NA
Korea (the Republic of),NA,210,1000
Sri Lanka,NA,206,37300
Morocco,NA,76,NA
Mexico,NA,45,3000
Nepal,NA,NA,NA
Pakistan,NA,450,4100
Pakistan,NA,NA,500
Panama,NA,1,300
Panama,NA,NA,NA
Philippines (the),NA,56,8000
Philippines (the),NA,580,35000
Saudi Arabia,NA,20,NA
Somalia,NA,50,NA
Tunisia,NA,44,3000
Tunisia,NA,5,NA
Turkey,NA,NA,2200
Turkey,NA,23,5000
Turkey,NA,19,NA
Turkey,NA,NA,NA
Taiwan (Province of China),NA,107,NA
"Tanzania, United Republic of",NA,4,NA
"Tanzania, United Republic of",NA,NA,NA
United States of America (the),NA,38,NA
United States of America (the),NA,5,250000
India,NA,1500000,100000
Iran (Islamic Republic of),NA,288,NA
Italy,NA,37,NA
Italy,NA,55,NA
Jordan,NA,8,1000
Japan,NA,61,NA
Japan,NA,26,NA
Japan,NA,60,NA
Japan,NA,28,NA
Japan,NA,114,90000
Kenya,NA,NA,NA
Korea (the Republic of),NA,323,36500
Morocco,NA,NA,5000
Morocco,NA,75,NA
Mexico,NA,27,8000
Myanmar,NA,100,1000
Myanmar,NA,34,NA
Mauritania,NA,NA,NA
Malaysia,NA,6,1000
Pakistan,NA,10000,NA
Peru,NA,60,NA
Philippines (the),NA,355,10000
Philippines (the),NA,37,NA
Paraguay,NA,6,2000
Sudan (the),NA,NA,NA
Senegal,NA,60,NA
El Salvador,NA,125,35000
Somalia,NA,NA,NA
Turkey,NA,461,NA
Taiwan (Province of China),NA,31,NA
Taiwan (Province of China),NA,24,NA
United States of America (the),NA,271,190000
United States of America (the),NA,7,28000
United States of America (the),NA,299,1420000
Peru,NA,120,15000
India,NA,47,1400
Iran (Islamic Republic of),NA,42,NA
Italy,NA,70,2000000
Jordan,NA,259,1400
Japan,NA,44,NA
Japan,NA,314,7900
Korea (the Republic of),NA,95,1900
Lao People's Democratic Republic (the),NA,300,15300
Sri Lanka,NA,23,5000
Morocco,NA,200,NA
Morocco,NA,NA,NA
Mexico,NA,14,24000
Mali,NA,NA,NA
Mongolia,NA,57,25000
Niger (the),NA,NA,NA
Nepal,NA,80,1000
Panama,NA,20,1000
Peru,NA,NA,NA
Philippines (the),NA,18,1000
Paraguay,NA,NA,1000
Sudan (the),NA,NA,NA
Senegal,NA,NA,50
Senegal,NA,NA,NA
Solomon Islands,NA,3,NA
Soviet Union,NA,10,300000
Chad,NA,NA,NA
Togo,NA,NA,200
Thailand,NA,6,1000
Tokelau,NA,NA,NA
Turkey,NA,14,NA
Turkey,NA,2394,20000
Taiwan (Province of China),NA,36,17322
Uganda,NA,104,1500
United States of America (the),NA,26,100000
United States of America (the),NA,80,NA
United States of America (the),NA,182,NA
India,NA,300,NA
Iraq,NA,NA,5000
Japan,NA,263,NA
Japan,NA,27,NA
Japan,NA,347,20000
Japan,NA,142,NA
Korea (the Republic of),NA,NA,NA
Saint Lucia,NA,NA,3000
Sri Lanka,NA,2,NA
Sri Lanka,NA,24,3000
Mexico,NA,77,184000
Mexico,NA,34,NA
Mexico,NA,NA,500
Myanmar,NA,100,5000
Myanmar,NA,178,3200
Mozambique,NA,NA,180000
Martinique,NA,15,NA
Mauritius,NA,NA,5000
Malawi,NA,NA,500
Malaysia,NA,50,25600
Nicaragua,NA,53,NA
Nepal,NA,17,NA
Nepal,NA,NA,NA
Pakistan,NA,32,2800
Peru,NA,25,15000
Philippines (the),NA,107,26500
Portugal,NA,462,3000
Solomon Islands,NA,12,NA
Syrian Arab Republic,NA,NA,5000
Turkey,NA,183,3000
Taiwan (Province of China),NA,69,NA
"Tanzania, United Republic of",NA,NA,NA
Uganda,NA,NA,200
Uruguay,NA,8,39000
United States of America (the),NA,15,200000
Japan,NA,47,131000
Mexico,NA,15,NA
Philippines (the),NA,271,5000
Turkey,NA,24,NA
India,NA,NA,NA
India,NA,1000,NA
India,NA,560,NA
Iran (Islamic Republic of),NA,38,1000
Iran (Islamic Republic of),NA,10000,35000
Iran (Islamic Republic of),NA,30,NA
Iraq,NA,NA,3000
Italy,NA,224,250000
Italy,NA,72,NA
Jamaica,NA,NA,500
Japan,NA,22,NA
Japan,NA,NA,NA
Japan,NA,102,NA
Kenya,NA,NA,50
Korea (the Republic of),NA,18,3000
Lao People's Democratic Republic (the),NA,2,1280
Lesotho,NA,NA,1000
Madagascar,NA,29,3100
Mexico,NA,40,NA
Myanmar,NA,1070,2500
Malaysia,NA,2,NA
Malaysia,NA,21,NA
New Caledonia,NA,NA,NA
Nicaragua,NA,NA,2000
Nicaragua,NA,NA,1500
Niue,NA,NA,NA
Nepal,NA,276,300
New Zealand,NA,3,2669
New Zealand,NA,50,NA
Pakistan,NA,37,NA
Peru,NA,11,100
Philippines (the),NA,3,5000
Philippines (the),NA,NA,NA
Philippines (the),NA,50,9600
Philippines (the),NA,29,NA
Solomon Islands,NA,1,NA
Turkey,NA,98,NA
Turkey,NA,147,NA
"Tanzania, United Republic of",NA,40,1000
Mauritania,NA,NA,34000
Senegal,NA,NA,74800
Chad,NA,NA,83000
India,NA,15,NA
India,NA,NA,NA
Iran (Islamic Republic of),NA,50,NA
Iran (Islamic Republic of),NA,20,NA
Iraq,NA,NA,2000
Japan,NA,72,NA
Korea (the Republic of),NA,137,NA
Korea (the Republic of),NA,85,NA
Korea (the Republic of),NA,408,22400
Lao People's Democratic Republic (the),NA,NA,NA
Sri Lanka,NA,62,8500
Madagascar,NA,81,5000
Mexico,NA,18,NA
Mexico,NA,58,NA
Mali,NA,500,NA
Mali,NA,13,NA
Malawi,NA,NA,200
New Caledonia,NA,NA,3000
Niger (the),NA,2,NA
Nigeria,NA,2000,NA
Nicaragua,NA,NA,7
Peru,NA,150,5000
Peru,NA,NA,10000
Philippines (the),NA,NA,NA
Philippines (the),NA,11,NA
El Salvador,NA,2,1600
El Salvador,NA,12,NA
Somalia,NA,NA,NA
Suriname,NA,NA,50
Tunisia,NA,540,100000
Turkey,NA,53,NA
Taiwan (Province of China),NA,194,88000
Taiwan (Province of China),NA,75,NA
United States of America (the),NA,323,1420000
Peru,NA,66794,530000
Papua New Guinea,NA,15,1750
India,NA,627,101200
India,NA,NA,NA
India,NA,400,NA
Iran (Islamic Republic of),NA,176,8000
Iran (Islamic Republic of),NA,43,NA
Israel,NA,20,NA
Italy,NA,37,268300
Italy,NA,35,3200
Korea (the Republic of),NA,39,5100
Korea (the Republic of),NA,28,NA
Morocco,NA,11,30000
Madagascar,NA,70,11400
Mexico,NA,35,NA
Myanmar,NA,90,NA
Martinique,NA,45,31000
Malaysia,NA,61,37000
Niger (the),NA,319,NA
Nepal,NA,21,NA
Nepal,NA,350,NA
Panama,NA,48,15000
Panama,NA,NA,NA
Peru,NA,29,2000
Peru,NA,3,5200
Philippines (the),NA,14,NA
Philippines (the),NA,137,2353
Philippines (the),NA,1551,85500
Philippines (the),NA,786,97656
Philippines (the),NA,42,NA
Philippines (the),NA,NA,598
Philippines (the),NA,575,12110
Philippines (the),NA,631,47397
Philippines (the),NA,80,12785
Puerto Rico,NA,60,NA
Romania,NA,215,500000
Turkey,NA,1086,55600
United States of America (the),NA,26,147000
United States of America (the),NA,11,450000
United States of America (the),NA,NA,100000
India,NA,1023,530000
India,NA,300,NA
India,NA,NA,NA
Italy,NA,22,41600
Japan,NA,135,NA
Kenya,NA,NA,1500
Korea (the Republic of),NA,64,NA
Korea (the Republic of),NA,45,NA
Lao People's Democratic Republic (the),NA,14,200
Morocco,NA,NA,100
Mexico,NA,17,NA
Mozambique,NA,500,NA
Nicaragua,NA,NA,2000
Nicaragua,NA,35,380
Peru,NA,600,NA
Peru,NA,250,600
Philippines (the),NA,95,700
Philippines (the),NA,57,590
Philippines (the),NA,37,NA
Philippines (the),NA,57,NA
Papua New Guinea,NA,100,NA
Paraguay,NA,NA,50
Solomon Islands,NA,NA,NA
Chad,NA,2312,NA
Togo,NA,NA,500
Turkey,NA,57,NA
Turkey,NA,878,5000
United States of America (the),NA,65,553000
India,NA,NA,100000
India,NA,50,NA
Iran (Islamic Republic of),NA,60,NA
Iran (Islamic Republic of),NA,5057,1000
Italy,NA,1,NA
Japan,NA,80,NA
Japan,NA,50,NA
Japan,NA,458,NA
Kiribati,NA,3,NA
Korea (the Republic of),NA,672,72800
Korea (the Republic of),NA,75,634
Madagascar,NA,91,12420
Mexico,NA,37,NA
Mauritius,NA,2,NA
New Caledonia,NA,3,NA
Nicaragua,NA,10000,845000
Netherlands (the),NA,NA,NA
Nepal,NA,105,NA
Nepal,NA,NA,10000
Pakistan,NA,100,NA
Panama,NA,NA,50
Peru,NA,12,20000
Philippines (the),NA,204,23000
Philippines (the),NA,131,15000
Philippines (the),NA,100,10000
Philippines (the),NA,653,220000
Papua New Guinea,NA,NA,NA
Turkey,NA,30,NA
Tuvalu,NA,6,NA
United States of America (the),NA,400,NA
United States of America (the),NA,122,2100000
United States of America (the),NA,134,NA
United States of America (the),NA,10,NA
Somalia,NA,19000,NA
Iceland,NA,NA,24700
Italy,NA,24,360000
Italy,NA,14,NA
Italy,NA,NA,120000
Jamaica,NA,6,1700
Japan,NA,101,NA
Mexico,NA,56,NA
Mexico,NA,500,NA
Mexico,NA,30,NA
Mexico,NA,100,100000
Pakistan,NA,474,661500
Panama,NA,7,NA
Peru,NA,500,NA
Philippines (the),NA,14,450
Philippines (the),NA,26,2000
Philippines (the),NA,50,5000
Philippines (the),NA,270,NA
Philippines (the),NA,3,493
Portugal,NA,11,NA
Tonga,NA,3,500
Tunisia,NA,52,5000
Tunisia,NA,59,NA
United States of America (the),NA,22,NA
Japan,NA,30,NA
Pakistan,NA,4700,3255
Peru,NA,78,10000
India,NA,NA,NA
India,NA,260,NA
Iceland,NA,12,NA
Japan,NA,17,NA
Japan,NA,33,NA
Japan,NA,143,NA
Japan,NA,108,400000
Sri Lanka,NA,27,NA
Lesotho,NA,NA,NA
Mexico,NA,13,NA
Myanmar,NA,NA,NA
Niger (the),NA,NA,1000
Peru,NA,310,21700
Philippines (the),NA,106,1000
Philippines (the),NA,21,2000
Philippines (the),NA,26,9200
Philippines (the),NA,13,11600
Philippines (the),NA,23,21000
Philippines (the),NA,3,3200
Philippines (the),NA,11,7300
Philippines (the),NA,94,17800
Philippines (the),NA,NA,NA
Rwanda,NA,NA,NA
Soviet Union,NA,13,NA
Syrian Arab Republic,NA,NA,39000
Trinidad and Tobago,NA,2,5000
Turkey,NA,33,NA
"Tanzania, United Republic of",NA,25,3000
United States of America (the),NA,322,1000000
India,NA,350,714259
India,NA,450,200000
India,NA,30,NA
India,NA,21,NA
Iran (Islamic Republic of),NA,14,NA
Italy,NA,12,NA
Japan,NA,30,NA
Japan,NA,68,505000
Kenya,NA,NA,NA
Morocco,NA,10,NA
Madagascar,NA,7,NA
Mexico,NA,29,NA
Myanmar,NA,200,NA
Mozambique,NA,1,NA
Mozambique,NA,NA,NA
Mauritius,NA,9,200000
New Caledonia,NA,NA,NA
Nepal,NA,125,NA
Pakistan,NA,14,NA
Philippines (the),NA,39,2161
Philippines (the),NA,NA,NA
Philippines (the),NA,NA,925
Puerto Rico,NA,26,NA
Romania,NA,60,50000
Sudan (the),NA,NA,NA
Solomon Islands,NA,200,NA
Sierra Leone,NA,1,3600
Thailand,NA,239,45000
Turkey,NA,2385,17000
United States of America (the),NA,21,550000
Philippines (the),NA,6000,134000
Rwanda,NA,NA,NA
Iran (Islamic Republic of),NA,16,NA
Iceland,NA,1,NA
Italy,NA,922,3600000
Italy,NA,12,NA
Japan,NA,169,800000
Japan,NA,NA,40000
Korea (the Republic of),NA,25,100000
Madagascar,NA,16,17000
Mexico,NA,600,100000
Mexico,NA,120,NA
Mali,NA,NA,NA
Myanmar,NA,NA,NA
Mauritania,NA,NA,NA
New Caledonia,NA,NA,NA
Nicaragua,NA,16,NA
Netherlands (the),NA,NA,NA
Nepal,NA,150,NA
New Zealand,NA,NA,NA
New Zealand,NA,NA,NA
Pakistan,NA,338,505000
Philippines (the),NA,NA,679
Philippines (the),NA,8,NA
Philippines (the),NA,10,1553
Philippines (the),NA,274,85000
Philippines (the),NA,3,84100
Philippines (the),NA,110,9326
Sudan (the),NA,150,NA
Senegal,NA,NA,300000
Soviet Union,NA,NA,85000
Sweden,NA,NA,NA
Turkey,NA,2,NA
Turkey,NA,4,NA
Turkey,NA,3840,25000
Turkey,NA,40,NA
Turkey,NA,27,NA
Solomon Islands,NA,34,NA
India,NA,60,NA
Iran (Islamic Republic of),NA,167,NA
Iran (Islamic Republic of),NA,352,NA
Iran (Islamic Republic of),NA,3,NA
Iran (Islamic Republic of),NA,3,NA
Iran (Islamic Republic of),NA,589,NA
Italy,NA,7,44000
Italy,NA,16,150000
Jamaica,NA,NA,NA
Japan,NA,3,22000
Japan,NA,16,NA
Japan,NA,16,NA
Japan,NA,1,NA
Japan,NA,NA,NA
Japan,NA,5,12000
Kenya,NA,100,10000
Kiribati,NA,17,NA
Korea (the Republic of),NA,297,20000
Korea (the Republic of),NA,18,13000
Lao People's Democratic Republic (the),NA,NA,NA
Sri Lanka,NA,27,NA
Sri Lanka,NA,NA,NA
Sri Lanka,NA,NA,NA
Morocco,NA,NA,NA
Madagascar,NA,10,350000
Mexico,NA,10,NA
Myanmar,NA,3,NA
Mozambique,NA,3,NA
Mozambique,NA,300,55500
Malaysia,NA,NA,NA
New Zealand,NA,NA,NA
Oman,NA,105,NA
Oman,NA,2,NA
Pakistan,NA,848,NA
Peru,NA,26,NA
Peru,NA,4,1000
Peru,NA,17,NA
Philippines (the),NA,1,100
Philippines (the),NA,60,800
Philippines (the),NA,40,3600
Philippines (the),NA,4,NA
Philippines (the),NA,NA,25
Philippines (the),NA,7,NA
Philippines (the),NA,50,NA
Philippines (the),NA,18,NA
Philippines (the),NA,NA,NA
Philippines (the),NA,10,NA
Philippines (the),NA,NA,NA
Philippines (the),NA,14,1913
Poland,NA,NA,NA
Réunion,NA,NA,NA
Romania,NA,1641,2000000
Somalia,NA,NA,NA
Somalia,NA,NA,NA
Sweden,NA,NA,170000
Sweden,NA,13,11000
Syrian Arab Republic,NA,88,NA
Syrian Arab Republic,NA,NA,NA
Chad,NA,13,NA
Thailand,NA,100,NA
Tonga,NA,1,1200
Tonga,NA,NA,1100
Tunisia,NA,NA,NA
Turkey,NA,30,NA
Turkey,NA,NA,NA
Taiwan (Province of China),NA,61,250000
Taiwan (Province of China),NA,18,1000
Taiwan (Province of China),NA,27,NA
"Tanzania, United Republic of",NA,500,NA
"Tanzania, United Republic of",NA,NA,NA
"Tanzania, United Republic of",NA,NA,NA
United States of America (the),NA,76,200000
United States of America (the),NA,25,NA
United States of America (the),NA,NA,2800000
Japan,NA,25,NA
Nepal,NA,130,513
India,NA,3800,165000
Italy,NA,1,1000
Italy,NA,5,NA
Japan,NA,28,865000
Japan,NA,NA,NA
Japan,NA,8,NA
Korea (the Republic of),NA,NA,19000
Korea (the Republic of),NA,27,400
Sri Lanka,NA,10,NA
Maldives,NA,219,NA
Mexico,NA,6,24300
Myanmar,NA,NA,NA
Mozambique,NA,40,63000
Nigeria,NA,100,NA
Pakistan,NA,393,NA
Peru,NA,2,2000
Philippines (the),NA,NA,NA
Philippines (the),NA,NA,NA
Philippines (the),NA,NA,NA
Philippines (the),NA,17,NA
Philippines (the),NA,53,NA
Rwanda,NA,NA,NA
Sudan (the),NA,34,25000
Turkey,NA,NA,NA
"Tanzania, United Republic of",NA,NA,NA
United States of America (the),NA,65,100000
Saint Vincent and the Grenadines,NA,1565,NA
United States of America (the),NA,NA,480000
United States of America (the),NA,250,NA
United States of America (the),NA,246,230
United States of America (the),NA,NA,NA
United States of America (the),NA,200,NA
United States of America (the),NA,137,438000
Vanuatu,NA,NA,NA
Yemen Arab Rep,NA,1200,NA
United States of America (the),NA,NA,900000
United States of America (the),NA,43,NA
United States of America (the),NA,119,NA
United States of America (the),NA,34,NA
United States of America (the),NA,33,NA
United States of America (the),NA,167,NA
United States of America (the),NA,35,NA
United States of America (the),NA,55,NA
United States of America (the),NA,42,NA
United States of America (the),NA,55,NA
United States of America (the),NA,59,NA
United States of America (the),NA,28,NA
Venezuela (Bolivarian Republic of),NA,100,NA
United States of America (the),NA,200,100000
United States of America (the),NA,34,NA
United States of America (the),NA,38,NA
United States of America (the),NA,33,NA
United States of America (the),NA,41,1029000
Vanuatu,NA,100,250
United States of America (the),NA,229,NA
United States of America (the),NA,50,NA
South Africa,NA,35,NA
United States of America (the),NA,30,NA
United States of America (the),NA,41,NA
United States of America (the),NA,125,NA
United States of America (the),NA,142,NA
United States of America (the),NA,38,NA
Viet Nam,NA,1000,NA
United States of America (the),NA,31,NA
United States of America (the),NA,125,NA
United States of America (the),NA,74,NA
Saint Vincent and the Grenadines,NA,122,NA
United States of America (the),NA,162,NA
United States of America (the),NA,45,NA
United States of America (the),NA,25,NA
Viet Nam,NA,56,NA
United States of America (the),NA,40,NA
United States of America (the),NA,39,NA
United States of America (the),NA,56,NA
United States of America (the),NA,30,NA
United States of America (the),NA,53,NA
United States of America (the),NA,71,NA
Vanuatu,NA,NA,NA
South Africa,NA,51,NA
United States of America (the),NA,100,NA
United States of America (the),NA,33,200000
United States of America (the),NA,13,150000
United States of America (the),NA,112,NA
Venezuela (Bolivarian Republic of),NA,30,NA
United States of America (the),NA,26,NA
Yugoslavia,NA,1070,1000000
United States of America (the),NA,45,820000
United States of America (the),NA,140,NA
United States of America (the),NA,64,NA
Viet Nam,NA,7000,50000
Viet Nam,NA,598,NA
Viet Nam,NA,400,NA
Samoa,NA,250,NA
Yugoslavia,NA,NA,62600
South Africa,NA,NA,NA
Wallis and Futuna,NA,NA,NA
Yugoslavia,NA,3,347000
United States of America (the),NA,166,NA
United States of America (the),NA,61,NA
United States of America (the),NA,37,NA
Viet Nam,NA,31,10000
Wallis and Futuna,NA,NA,NA
Samoa,NA,10,600
Congo (the Democratic Republic of the),NA,24,200
Venezuela (Bolivarian Republic of),NA,240,140000
United States of America (the),NA,80,NA
United States of America (the),NA,74,NA
United States of America (the),NA,56,NA
